dateTime,country,city,region,profile,age,gender,surveyType,purpose,concern,whenSiteUsed,purchasedBefore,purchaseExpectInNextMonth,productKnewWhatWanted,behavNumVisits,behavReferral,behavPageviews,avgAmountSpent
29.08.14,United States,Cleveland,183,Other,NA,Male,At Exit,Products,None / no uncertainties,NA,NA,1,NA,26,Direct,4 to 6,127.46
28.08.14,United States,Marietta,516,New customer,NA,Male,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Yes,7,Unbranded Search,2 to 3,97.24
19.08.14,United States,Tea,857,Other,NA,Prefer not to answer,At Arrival Only,Compare pricing,Whether this is right for my child,In the past year,No,3,Somewhat,11,Direct,4 to 6,119.96
18.08.14,United States,Hillsborough,381,New customer,NA,Male,At Exit,Compare pricing,Product durability/quality,Never. This is my first visit,NA,3,Yes,15,Direct,4 to 6,89.88
23.08.14,United States,Naples,583,New customer,NA,Female,At Arrival and Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,No,6,Unbranded Search,7 to 9,103.06
22.08.14,United States,Washington,918,Occasional customer,45-54,Male,At Arrival and Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,36,Unbranded Search,7 to 9,91.19
11.08.14,United States,Milton,550,Frequent customer,NA,Male,At Exit,Products,Shipping costs,In the past week,"Yes, more than once",1,Somewhat,16,Direct,10+,116.25
30.07.14,United States,Davis,224,New customer,NA,Female,At Arrival Only,Products,Whether this is right for my child,Never. This is my first visit,NA,3,Yes,17,Direct,10+,150.08
30.07.14,United States,Bay City,68,Occasional customer,25-34,Female,At Arrival and Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,No,6,Referred,4 to 6,109.36
29.08.14,United States,Howell,401,Frequent customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",3,Somewhat,10,Direct,10+,120.15
26.07.14,United States,Richmond,726,New customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,1,NA,3,Referred,7 to 9,100.39
25.08.14,United States,San Leandro,776,Occasional customer,NA,Male,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Yes,10,Unbranded Search,2 to 3,114.27
29.08.14,Canada,Lacombe,456,New customer,NA,Prefer not to answer,At Arrival Only,Buy from this site,None / no uncertainties,NA,NA,3,Somewhat,12,Unbranded Search,10+,111.62
19.08.14,United States,Tulsa,876,Frequent customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,In the past month,"Yes, once",1,NA,11,Direct,4 to 6,166.46
26.08.14,United States,Ankeny,31,New customer,NA,Male,At Exit,Buy from this site,Shipping costs,In the past month,No,3,Yes,5,Direct,10+,64.31
13.08.14,United States,Longview,499,Other,Less than 18,Female,At Exit,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,3,NA,6,Social,1,110.74
30.07.14,United States,New Market,594,New customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",5,Somewhat,20,Unbranded Search,10+,98.83
21.08.14,Netherlands,Leiden,483,Employee,18-24,Prefer not to answer,At Arrival and Exit,Resources,Shipping costs,Never. This is my first visit,NA,3,Somewhat,8,Unbranded Search,1,85.89
26.08.14,United States,Bay City,68,New customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,Yes,8,Unbranded Search,2 to 3,103.51
31.07.14,United States,Carmichael,149,Frequent customer,55-64,Female,At Exit,Compare pricing,Shipping costs,In the past year,"Yes, more than once",4,Yes,7,Direct,10+,92.22
29.08.14,Canada,Charlottetown,168,Occasional customer,45-54,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,4,Social,2 to 3,101.25
26.08.14,United States,Flemington,296,Frequent customer,35-44,Female,At Exit,Buy from this site,Shipping costs,In the past year,"Yes, more than once",1,Yes,4,Unbranded Search,10+,120.03
24.08.14,United States,Wageningen,904,New customer,NA,Female,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,No,6,Direct,10+,125.66
11.08.14,United States,Sulphur Springs,842,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,4,No,54,Unbranded Search,2 to 3,150.7
19.08.14,United States,Roscoe,742,New customer,NA,Male,At Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,180,Direct,4 to 6,139.58
31.07.14,United States,Saint Louis,757,New customer,NA,Male,At Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,2,Somewhat,43,Unbranded Search,10+,121.54
30.07.14,United States,Houston,400,New customer,NA,Female,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,4,Yes,24,Unbranded Search,4 to 6,130.88
30.07.14,United States,Chicago,176,New customer,NA,Prefer not to answer,At Arrival and Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,Somewhat,10,Referred,10+,55.67
29.08.14,United States,Cromwell,213,Frequent customer,55-64,Female,At Exit,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,4,Yes,8,Direct,4 to 6,98.49
10.09.14,United States,Grand Rapids,339,Other,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,3,NA,3,Unbranded Search,1,90.37
31.07.14,United Arab Emirates,Al Ain,11,Other,NA,Female,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,4,Somewhat,9,Referred,10+,121.34
20.08.14,United States,Spokane,825,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, once",3,Somewhat,3,Unbranded Search,10+,83.89
25.08.14,United States,South China,818,Occasional customer,35-44,Female,At Arrival and Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,8,Unbranded Search,1,111.51
29.07.14,United Arab Emirates,Al Ain,11,Frequent customer,Less than 18,Female,At Exit,Buy from this site,Shipping costs,In the past week,No,5,Yes,46,Direct,2 to 3,97.87
18.08.14,United States,Youngstown,976,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Warranties/product guarantees,In the past year,"Yes, once",3,NA,7,Unbranded Search,2 to 3,113.02
26.08.14,Canada,Toronto,869,Frequent customer,25-34,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,2,Yes,46,Unbranded Search,1,165.37
11.08.14,United States,Franklin,312,New customer,NA,Male,At Arrival and Exit,Resources,None / no uncertainties,In the past year,"Yes, once",3,NA,4,Referred,4 to 6,63.45
10.09.14,United States,Rutland,752,Frequent customer,35-44,Female,At Arrival and Exit,Products,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,20,Unbranded Search,7 to 9,139.31
23.08.14,United States,Little Rock,492,Occasional customer,35-44,Female,At Exit,Buy from this site,Fast delivery,Never. This is my first visit,NA,3,Yes,7,Unbranded Search,10+,112.44
20.08.14,United States,Grand Forks,335,New customer,45-54,Female,At Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,11,Unbranded Search,10+,112.78
11.08.14,United States,Royalton,748,Other,NA,Male,At Arrival Only,Resources,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,10,Unbranded Search,4 to 6,118.05
16.08.14,United States,Pittsburgh,683,New customer,35-44,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,No,11,Unbranded Search,4 to 6,141.38
31.07.14,United States,Wayne,924,Frequent customer,NA,Female,At Arrival Only,Products,Shipping costs,In the past year,"Yes, more than once",3,Somewhat,3,Direct,10+,123.97
30.07.14,United States,Algonquin,19,New customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,More than a year ago,No,4,Yes,6,Direct,2 to 3,49.06
24.08.14,United States,Philadelphia,676,New customer,NA,Male,At Arrival Only,Compare pricing,None / no uncertainties,In the past year,No,3,Yes,15,Unbranded Search,10+,116.08
18.08.14,United States,Chicago,176,New customer,NA,Male,At Exit,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,5,Yes,1,Unbranded Search,10+,0
13.08.14,United States,Schaumburg,791,New customer,25-34,Male,At Exit,Products,Whether this is right for my child,Never. This is my first visit,NA,4,Yes,6,Unbranded Search,10+,49.06
30.07.14,United States,Buffalo,129,Frequent customer,NA,Female,At Arrival Only,Compare pricing,Product durability/quality,In the past year,"Yes, once",3,Yes,19,Direct,4 to 6,164.49
30.07.14,United States,Dearborn,228,Occasional customer,NA,Male,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,1,Somewhat,10,Unbranded Search,1,130.77
14.08.14,United States,Kenosha,438,Frequent customer,NA,Male,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,7,Self Referred,1,109.42
24.08.14,United States,Mooresville,566,New customer,35-44,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,12,Unbranded Search,7 to 9,116.92
29.08.14,United States,Tacoma,853,Frequent customer,NA,Female,At Arrival and Exit,Compare pricing,None / no uncertainties,NA,NA,4,Somewhat,10,Branded Search,10+,102.95
31.07.14,United States,Bemidji,85,Frequent customer,NA,Female,At Exit,Products,None / no uncertainties,In the past year,No,3,Somewhat,6,Direct,1,115.24
12.08.14,United States,Virginia,899,Occasional customer,25-34,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",4,Yes,9,Unbranded Search,2 to 3,94.96
11.08.14,Canada,Calgary,138,Occasional customer,NA,Male,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,No,18,Unbranded Search,10+,122.43
31.08.14,United States,Warsaw,917,New customer,35-44,Female,At Exit,Other,Shipping costs,In the past year,"Yes, once",5,NA,15,Unbranded Search,2 to 3,63.28
14.08.14,United States,Grand Junction,338,Occasional customer,45-54,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,17,Unbranded Search,4 to 6,130.18
10.09.14,United States,Decatur,229,Frequent customer,NA,Male,At Exit,Resources,Product durability/quality,Never. This is my first visit,NA,2,NA,5,Unbranded Search,1,93.09
29.07.14,United States,Hillsborough,381,Employee,NA,Male,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,21,Unbranded Search,7 to 9,108.79
22.08.14,United States,Woonsocket,967,New customer,NA,Female,At Arrival Only,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,4,Yes,7,Direct,1,109.84
20.08.14,United States,Wilmington,953,Frequent customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,No,3,Somewhat,4,Unbranded Search,10+,101.83
29.07.14,United States,Piqua,681,Occasional customer,NA,Male,At Arrival Only,Products,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,54,Unbranded Search,2 to 3,148
25.08.14,United States,Phoenix,678,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past year,"Yes, more than once",3,Yes,13,Unbranded Search,7 to 9,121.8
16.08.14,Saudi Arabia,Dhahran,238,Employee,NA,Male,At Arrival Only,Products,Whether this is right for my child,Never. This is my first visit,NA,3,No,5,Unbranded Search,4 to 6,106.29
30.07.14,United States,Highland Lakes,377,New customer,NA,Female,At Exit,Products,Warranties/product guarantees,Never. This is my first visit,NA,3,Yes,3,Referred,1,89.19
20.08.14,United States,Feltham,NA,Frequent customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,No,22,Referred,1,163.82
21.08.14,United States,New Egypt,592,Employee,NA,Male,At Arrival Only,Products,Fast delivery,Never. This is my first visit,NA,4,Yes,29,Unbranded Search,1,118.95
29.08.14,United States,Kent,439,New customer,NA,Prefer not to answer,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,6,Unbranded Search,10+,75.26
13.08.14,United States,Grand Island,337,Frequent customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,1,NA,4,Unbranded Search,10+,118.33
13.08.14,United States,Sauk Rapids,788,New customer,NA,Female,At Arrival Only,Buy from this site,Product durability/quality,More than a year ago,"Yes, once",1,NA,6,Unbranded Search,7 to 9,145.76
16.08.14,United States,Fayetteville,291,Frequent customer,25-34,Female,At Arrival and Exit,Products,Product effectiveness/will it work,In the past month,No,3,No,11,Direct,10+,124.96
16.08.14,United States,Saint Marys,758,Other,NA,Female,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,1,NA,11,Unbranded Search,4 to 6,167.96
16.08.14,United States,Lake Saint Louis,466,New customer,NA,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,1,NA,6,Unbranded Search,2 to 3,115.96
25.08.14,United States,Corning,204,New customer,NA,Female,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,4,Yes,3,Unbranded Search,4 to 6,89.29
10.09.14,United States,Rocklin,736,Other,NA,Male,At Arrival Only,Buy from this site,Shipping costs,NA,NA,5,Somewhat,20,Unbranded Search,10+,73.81
29.07.14,United States,Folsom,300,New customer,NA,Prefer not to answer,At Exit,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,5,Yes,3,Direct,10+,0.79
21.08.14,United States,Marina,517,New customer,25-34,Female,At Arrival and Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,12,Unbranded Search,10+,94.42
10.09.14,United States,Everett,283,Occasional customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,NA,NA,3,Somewhat,4,Unbranded Search,10+,95.95
10.09.14,United States,Winter Park,959,Other,NA,Male,At Arrival and Exit,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,5,Yes,5,Unbranded Search,4 to 6,23.49
10.09.14,Australia,Hobart,388,New customer,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,4,NA,20,Unbranded Search,1,95.73
10.09.14,Norway,Stavanger,831,New customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Somewhat,4,Referred,10+,117.55
10.09.14,Botswana,Gaborone,318,New customer,NA,Male,At Arrival Only,Buy from this site,Warranties/product guarantees,Never. This is my first visit,NA,1,NA,3,Direct,7 to 9,100.39
10.09.14,United Kingdom,Manchester,511,New customer,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,1,Somewhat,8,Unbranded Search,10+,116.41
10.09.14,United States,Florence,297,Occasional customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,27,Direct,10+,134.14
10.09.14,Australia,Melbourne,534,Occasional customer,NA,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,2,Somewhat,17,Direct,4 to 6,143.18
10.09.14,United States,Lexington,488,New customer,NA,Male,At Arrival Only,Products,Warranties/product guarantees,In the past year,No,3,Somewhat,14,Unbranded Search,10+,114.7
10.09.14,United States,Chicago,176,Occasional customer,NA,Male,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,1,NA,1,Unbranded Search,2 to 3,81.12
10.09.14,United States,Bloomington,97,Other,25-34,Female,At Arrival and Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,1,Unbranded Search,7 to 9,77.3
